Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Communication skills,Logical quotient rating,hackathons,Extra-courses did,certifications,workshops,interestedsubjects,interestedcareerarea ,Job/Higher Studies?,interested in games,Management or Technical,Introvert,JobRole
74,85,90,61,73,82,1,3,no,shell programming,hacking,IOT,Business process analyst,job,yes,Technical,no,Applications Developer
82,94,66,93,84,73,7,5,no,information security,testing,IOT,developer,job,no,Technical,no,Applications Developer
94,79,87,88,62,63,4,2,yes,shell programming,web technologies,networks,testing,job,no,Technical,no,Applications Developer
82,89,68,82,81,60,1,2,no,full stack,hacking,networks,system developer,job,yes,Technical,yes,Applications Developer
88,88,82,89,70,92,7,0,no,full stack,web technologies,data engineering,security,higherstudies,no,Management,yes,Applications Developer
67,84,66,94,62,79,4,0,yes,python,testing,parallel computing,cloud computing,job,yes,Management,no,Applications Developer
60,91,67,60,82,81,1,1,yes,distro making,hacking,networks,testing,higherstudies,yes,Management,yes,Applications Developer
83,86,89,76,79,84,3,1,yes,information security,cloud computing,hacking,Business process analyst,job,no,Technical,no,Applications Developer
71,90,76,76,67,85,6,0,yes,distro making,database security,hacking,security,job,no,Technical,yes,Applications Developer
88,80,94,69,65,91,5,0,yes,python,hacking,Computer Architecture,security,higherstudies,no,Technical,yes,Applications Developer
83,88,87,64,66,83,7,1,yes,app development,data science,Software Engineering,system developer,higherstudies,no,Management,yes,Applications Developer
71,75,63,74,73,73,2,2,yes,hadoop,testing,parallel computing,system developer,job,no,Technical,no,Applications Developer
74,63,66,66,80,65,4,2,yes,app development,cloud computing,data engineering,testing,job,no,Technical,no,Applications Developer
72,68,71,82,62,93,6,0,yes,distro making,data science,parallel computing,system developer,higherstudies,no,Management,yes,Applications Developer
94,81,67,79,81,66,8,3,no,r programming,web technologies,networks,system developer,higherstudies,yes,Technical,no,Applications Developer
67,80,72,77,83,84,2,3,no,python,data science,parallel computing,security,higherstudies,no,Management,no,Applications Developer
66,93,81,85,83,67,9,1,no,shell programming,web technologies,Computer Architecture,cloud computing,higherstudies,no,Management,yes,Applications Developer
63,68,92,66,93,76,1,0,no,r programming,testing,data engineering,system developer,job,yes,Technical,yes,Applications Developer
89,61,64,76,70,89,4,1,no,information security,system designing,parallel computing,cloud computing,job,yes,Technical,no,Applications Developer
91,66,60,67,78,76,1,2,yes,r programming,web technologies,data engineering,developer,higherstudies,yes,Management,no,Applications Developer
68,70,72,66,60,68,4,5,no,full stack,game development,Computer Architecture,Business process analyst,job,yes,Management,no,Applications Developer
71,61,71,64,68,92,4,4,no,machine learning,testing,networks,testing,job,yes,Management,no,Applications Developer
77,89,61,66,85,94,9,1,yes,shell programming,system designing,programming,Business process analyst,higherstudies,no,Management,no,Applications Developer
75,74,93,94,73,76,1,5,yes,r programming,cloud computing,cloud computing,cloud computing,higherstudies,yes,Technical,no,Applications Developer
80,72,77,67,61,64,9,3,no,machine learning,database security,cloud computing,Business process analyst,higherstudies,yes,Technical,yes,Applications Developer
88,80,79,66,89,63,3,6,no,shell programming,testing,hacking,cloud computing,higherstudies,no,Technical,no,Applications Developer
61,93,76,88,82,76,3,6,yes,python,web technologies,Management,Business process analyst,job,no,Technical,yes,Applications Developer
72,64,82,68,74,67,8,0,no,information security,cloud computing,programming,Business process analyst,job,yes,Management,yes,Applications Developer
76,64,80,65,75,87,8,0,yes,distro making,hacking,cloud computing,cloud computing,higherstudies,no,Technical,no,Applications Developer
66,84,76,72,69,65,9,0,yes,r programming,cloud computing,networks,developer,higherstudies,no,Management,yes,Applications Developer
94,70,75,88,94,92,2,2,no,hadoop,data science,IOT,developer,job,yes,Management,no,Applications Developer
66,88,81,75,84,87,8,2,no,python,testing,cloud computing,developer,higherstudies,no,Technical,yes,Applications Developer
79,73,94,70,93,84,1,3,yes,python,game development,Computer Architecture,security,job,no,Management,no,Applications Developer
82,61,78,83,90,65,7,0,no,full stack,web technologies,IOT,testing,higherstudies,no,Technical,no,Applications Developer
87,81,62,64,63,63,1,6,no,python,system designing,Management,developer,job,yes,Technical,no,Applications Developer
76,62,80,92,82,76,1,2,no,machine learning,data science,Software Engineering,developer,job,no,Management,yes,Applications Developer
80,61,86,90,65,76,8,2,yes,distro making,database security,Software Engineering,testing,job,no,Management,no,Applications Developer
90,66,60,91,72,82,4,4,no,shell programming,web technologies,Software Engineering,testing,job,no,Technical,yes,Applications Developer
69,75,72,92,73,88,4,1,yes,shell programming,database security,cloud computing,system developer,job,yes,Management,no,Applications Developer
67,94,66,76,93,66,1,2,no,distro making,cloud computing,IOT,security,job,no,Technical,no,Applications Developer
84,69,67,60,76,60,7,3,yes,python,data science,Management,developer,higherstudies,yes,Technical,no,Applications Developer
90,67,78,63,76,83,9,0,yes,distro making,testing,programming,developer,job,yes,Technical,no,Applications Developer
63,60,61,61,70,88,3,5,no,distro making,hacking,Computer Architecture,developer,job,yes,Management,yes,Applications Developer
78,68,93,72,79,91,5,2,yes,full stack,cloud computing,data engineering,security,higherstudies,yes,Technical,yes,Applications Developer
80,91,67,87,73,64,6,1,yes,r programming,database security,hacking,developer,higherstudies,no,Technical,no,Applications Developer
80,65,84,83,63,68,9,1,yes,information security,system designing,IOT,testing,job,no,Technical,yes,Applications Developer
65,71,67,87,91,89,3,1,yes,distro making,testing,Software Engineering,testing,higherstudies,no,Technical,no,Applications Developer
60,93,90,82,72,74,4,2,yes,python,hacking,networks,security,job,yes,Management,yes,Applications Developer
60,75,92,67,67,91,1,4,yes,shell programming,testing,cloud computing,cloud computing,job,no,Management,no,Applications Developer
67,69,78,78,65,61,4,2,no,information security,hacking,data engineering,system developer,higherstudies,no,Management,no,Applications Developer
93,75,65,60,67,81,2,0,no,r programming,web technologies,Computer Architecture,Business process analyst,higherstudies,yes,Management,no,Applications Developer
61,73,90,62,84,94,6,3,no,full stack,data science,programming,security,job,no,Technical,yes,Applications Developer
72,74,64,73,78,67,8,0,no,distro making,game development,data engineering,security,higherstudies,yes,Technical,yes,Applications Developer
62,94,90,93,66,73,6,3,yes,python,cloud computing,cloud computing,security,higherstudies,no,Management,no,Applications Developer
60,72,90,63,89,88,3,1,yes,r programming,system designing,Computer Architecture,developer,job,no,Technical,no,Applications Developer
77,70,63,77,76,94,9,3,yes,full stack,game development,Computer Architecture,system developer,higherstudies,no,Technical,yes,Applications Developer
70,94,91,78,74,94,1,0,yes,full stack,database security,programming,system developer,job,no,Technical,yes,Applications Developer
64,64,75,75,70,75,8,1,no,distro making,data science,Management,developer,higherstudies,yes,Technical,yes,Applications Developer
79,67,93,77,76,66,9,5,no,python,system designing,hacking,testing,job,yes,Management,no,Applications Developer
73,77,82,65,62,61,3,5,no,python,testing,Software Engineering,Business process analyst,higherstudies,yes,Management,no,Applications Developer
74,72,85,60,60,89,7,1,yes,information security,web technologies,programming,Business process analyst,higherstudies,no,Management,no,Applications Developer
85,83,79,89,94,60,5,0,yes,app development,data science,Computer Architecture,cloud computing,higherstudies,no,Technical,yes,Applications Developer
64,88,78,61,91,80,5,4,no,app development,game development,programming,Business process analyst,job,no,Management,no,Applications Developer
68,89,61,81,68,88,9,6,no,information security,testing,networks,system developer,higherstudies,yes,Technical,no,Applications Developer
82,79,71,67,64,62,3,3,yes,shell programming,game development,cloud computing,Business process analyst,job,no,Management,yes,Applications Developer
88,91,71,89,92,68,5,3,no,full stack,database security,cloud computing,security,job,yes,Management,yes,Applications Developer
93,66,86,63,79,70,1,0,no,machine learning,system designing,programming,Business process analyst,higherstudies,yes,Technical,no,Applications Developer
72,73,80,79,83,76,3,4,no,information security,cloud computing,Management,system developer,job,no,Management,no,Applications Developer
65,81,60,90,80,90,8,3,no,shell programming,testing,hacking,cloud computing,higherstudies,no,Technical,no,Applications Developer
75,73,72,65,82,69,3,0,no,distro making,data science,programming,system developer,job,no,Management,no,Applications Developer
80,87,69,64,84,91,1,2,yes,distro making,cloud computing,hacking,security,higherstudies,yes,Technical,yes,Applications Developer
77,66,72,66,70,92,4,0,yes,hadoop,web technologies,networks,system developer,higherstudies,yes,Technical,yes,Applications Developer
91,93,75,83,60,82,7,1,no,information security,database security,Computer Architecture,developer,higherstudies,no,Technical,yes,Applications Developer
79,67,87,71,60,94,4,1,no,shell programming,game development,data engineering,developer,higherstudies,no,Management,yes,Applications Developer
74,71,74,88,91,73,6,1,no,r programming,system designing,IOT,testing,job,no,Technical,yes,Applications Developer
66,74,69,75,65,70,2,2,no,shell programming,cloud computing,programming,testing,higherstudies,yes,Management,yes,Applications Developer
77,63,60,94,70,61,1,2,no,full stack,database security,data engineering,developer,job,no,Management,yes,Applications Developer
61,87,71,81,76,71,3,5,yes,distro making,hacking,cloud computing,system developer,higherstudies,no,Management,no,Applications Developer
74,63,79,72,68,64,9,3,yes,full stack,game development,IOT,security,higherstudies,yes,Technical,yes,Applications Developer
64,70,71,60,64,61,4,4,yes,app development,testing,Management,security,higherstudies,yes,Technical,no,Applications Developer
82,68,74,66,70,67,2,0,no,r programming,web technologies,data engineering,cloud computing,higherstudies,no,Management,yes,Applications Developer
67,79,66,89,87,91,9,5,no,distro making,game development,parallel computing,developer,job,no,Technical,yes,Applications Developer
77,63,74,80,78,94,1,0,no,r programming,system designing,networks,system developer,higherstudies,yes,Management,yes,Applications Developer
74,87,94,65,67,86,1,6,yes,shell programming,web technologies,Computer Architecture,system developer,job,no,Management,yes,Applications Developer
73,80,76,69,70,70,2,2,yes,distro making,web technologies,parallel computing,developer,higherstudies,no,Technical,no,Applications Developer
81,84,60,94,64,68,3,5,yes,hadoop,game development,Management,Business process analyst,job,no,Technical,no,Applications Developer
88,94,60,61,76,61,2,5,yes,machine learning,hacking,Management,testing,higherstudies,yes,Technical,no,Applications Developer
76,91,69,72,75,73,2,0,no,r programming,testing,programming,developer,job,no,Technical,no,Applications Developer
87,82,74,86,80,88,9,1,no,machine learning,data science,hacking,security,higherstudies,yes,Technical,no,Applications Developer
77,62,76,75,82,88,2,6,yes,app development,game development,networks,cloud computing,job,yes,Management,yes,Applications Developer
67,73,78,62,63,90,4,2,no,distro making,hacking,networks,developer,higherstudies,no,Technical,yes,Applications Developer
87,75,85,84,66,78,3,6,no,distro making,database security,parallel computing,Business process analyst,job,yes,Management,no,Applications Developer
